"","CLFT001.rep1","CLFT001.rep2","CLFT001.rep3","CLFT023.rep1","CLFT023.rep2","CLFT023.rep3","CLFT026.rep1","CLFT026.rep2","CLFT026.rep3","CLFT044.rep1","CLFT044.rep2","CLFT044.rep3","JEL410.rep1","JEL410.rep2","JEL410.rep3","JEL422.rep1","JEL422.rep2","JEL422.rep3"
"BDET_00243",285,418,618,867,797,340,271,115,230,859,692,1076,811,691,843,36,29,73
"BDET_00244",400,590,825,542,464,219,236,93,207,614,517,780,413,455,540,30,45,63
"BDET_00245",416.834424165633,1030.35646231751,1535.35973936641,111.418157106185,129.006521699106,64.5248806607779,103.232340700659,40.3358871956949,58.1674320374562,175.261296082676,173.312689167007,174.324281083334,50.04598523076,47.2324521764141,52.3911248330827,8.17953303263431,17.5826172310201,29.8858215054619
"BDET_00246",356,568,997,554,644,243,355,256,252,474,455,687,386,347,441,177,150,295
"BDET_00247",193,244,325,262,255,105,163,110,135,234,193,301,146,150,188,55,75,125
"BDET_00248",741,1038,1658,2861,4599,1735,2721,1889,1443,3517,3241,3223,2417,3490,3151,2052,2169,3549
"BDET_00249",3012,4611,6545,9154,7807,4033,4302,1745,3189,8476,7175,11842,8757,7772,10417,612,908,1293
"BDET_00250",124,201,287,312,287,114,149,55,113,375,270,538,324,289,330,28,31,48
"BDET_00251",1026,1700,2524,1932,1667,910,797,386,695,2046,1814,2818,1758,1501,2022,141,211,335
"BDET_00252",25,77,93,67,79,29,26,7,33,67,80,115,70,50,58,5,8,13
"BDET_00253",8522,11661,16143,4979,4820,2222,1705,649,1782,8306,7666,14073,2729,3530,4191,502,794,1414
"BDET_00254",127,177,295,200,187,109,113,43,77,211,199,296,227,214,237,13,23,53
"BDET_00255",1250,1628,2890,6033,10291,3664,6856,4179,3177,5006,4672,3997,6028,9312,8332,3866,4373,6154
"BDET_00256",636,869,1406,1494,1653,810,1647,1292,1173,1892,1618,2190,1295,1214,1486,1246,1201,2327
"BDET_00257",244,407,554,412,348,164,167,62,137,412,358,539,287,312,402,13,14,31
"BDET_00258",467,649,860,568,521,225,278,114,225,652,565,763,489,446,599,20,42,78
"BDET_00259",68.8766104819127,70.2647030631219,138.746233083143,538.87453612743,519.401681397514,228.302442616904,828.075150427463,372.541489759571,354.984913018351,57.8003778579431,45.138304146834,79.8302482798834,288.827161403792,388.573908910007,416.220213797884,106.783582617668,189.637297890318,280.155155998708
"BDET_00260",1.8213030735597e-07,0,0,391.605087985766,301.905526246074,93.6579823802259,251.01023797718,119.697849353745,124.372295781535,0,0,0,277.216158964375,336.770357813544,468.002603977046,17.7741049626328,17.5907462217909,33.6149105515295
"BDET_00261",4003,5988,8953,6872,6699,2836,3587,2260,2640,6784,6054,9461,4771,4797,5934,835,821,1588
"BDET_00262",3505,5321,7584,5272,4914,2406,2840,1151,2188,4942,4482,6981,3988,4441,5009,368,592,1238
"BDET_00263",64.0782647355126,105.373348436138,150.007751429302,46.207654802975,48.2966800048658,24.0896023375413,19.3545555329042,16.9623338495436,13.2614711067163,128.517875919636,88.6098186162271,190.244172175526,54.8398582858558,23.7916608891871,56.8156398840468,0,16.3337583683859,5.17599904987799
"BDET_00264",645.572918759829,1085.5215363956,1503.02005441681,605.916817292927,686.500998008023,305.651860115855,1044.74298858923,501.700357694576,454.739854079043,778.161933081629,619.109813136639,841.991121572145,604.058690471719,852.460799338523,1013.93850666256,118.261935122993,162.617382105593,343.140402932773
"BDET_00265",182,281,342,455,346,205,169,80,187,347,298,441,297,245,333,16,27,51
"BDET_00266",286,431,608,201,239,141,122,61,75,236,227,295,264,244,307,28,39,71
"BDET_00267",1254,1822,2796,2330,3338,1274,2546,1679,1320,2211,2077,2189,2296,2778,2921,1319,1311,2096
"BDET_00268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_00269",58,103,147,112,87,39,55,27,39,138,113,140,55,53,94,2,7,1
"BDET_00270",0,0,0,57.8518942772528,55.3990094121652,27.8866302097087,95.2552238303531,21.7301003681943,27.2889797397639,0,0,0,83.7247787803125,92.9354699274458,115.191466276505,3,0,2.94221200340023
"BDET_00271",418.905785187458,708.034166513101,915.362972758189,886.317571592536,859.162680454335,421.704778794629,1606.40385401382,749.119138763693,649.240479927233,470.853715735539,465.56155278622,633.418527549206,492.672534820704,715.476529385627,788.229109841109,273.225873044195,401.221124025581,700.076482154472
"BDET_00272",230.546862598497,564.63808828734,626.214423574489,925.723311211439,751.300551294415,328.02517766962,285.291989733559,133.855425969408,302.585954617003,518.982364867606,581.881976146972,756.281456898464,203.692184360238,161.253703401007,239.146411077806,8.21923525117035,16.6735674025453,0
"BDET_00273",193,244,384,371,381,179,327,134,197,457,319,536,229,225,282,37,46,69
"BDET_00274",466,805,1154,1028,960,580,674,261,481,1147,938,1363,1013,901,1241,33,52,123
"BDET_00275",558,1057,1617,2177,3312,1189,2774,1849,1461,2316,2130,2053,2383,3070,3234,1212,1337,1823
"BDET_00276",62,109,149,109,86,72,73,44,60,128,138,174,93,81,124,1,7,12
"BDET_00277",1371,1961,3184,3891,3127,1554,1556,583,1169,3292,2627,4794,2375,2280,2931,75,136,247
"BDET_00278",225,258,421,703,790,347,446,244,333,502,401,516,487,479,551,325,333,562
"BDET_00279",198,284,416,352,310,171,154,43,116,372,283,407,287,257,343,16,24,54
"BDET_00280",937,1271,1935,1497,2261,909,1708,1311,981,2064,1869,1970,2424,3370,3445,1396,1417,2446
"BDET_00281",700,979,1342,320,372,257,380,136,199,405,415,454,455,552,626,157,237,451
"BDET_00282",996,1913,2470,490,608,350,511,192,366,784,833,1137,950,952,1095,170,242,490
"BDET_00283",38,90,172,116,99,39,40,22,34,135,123,171,114,74,93,5,1,10
"BDET_00284",1212,2344,3381,3154,2813,1373,1569,622,1298,3225,2977,4386,2877,2262,3047,130,154,311
"BDET_00285",1646,2765,4229,2944,2940,1408,2233,1266,1471,3383,3189,3982,2698,2545,3197,446,613,1046
"BDET_00286",440.573694711803,720.764855654222,1114.41238175114,214.111442310621,301.119132825995,69.7017614947299,91.7748750038273,35.9176859727152,103.889607400909,923.534818227338,886.873472527325,1288.02781235483,264.67891067271,282.226791530651,386.195008919679,12.0066559546687,28.7356863756638,50.9266089277964
"BDET_00287",196.540247864907,345.765139869855,455.481191172429,163.231804660383,157.916005924635,93.5128998304469,185.51703429769,104.436852206246,82.0009011260458,213.823386684658,223.97346419481,264.696037699249,178.382451328249,255.165794771461,290.687229167881,39.4758624104078,72.3848049726121,118.483998346984
"BDET_00288",45.9217352644874,81.6266515638616,116.992248570698,112.940450919772,109.304310582969,55.0237674527501,82.3902206367427,32.3075657822622,43.4495491535198,90.4821240803637,73.3901813837729,97.7558278244738,33.4353629338316,44.2728691833671,60.9928938394484,3,1.66624163161409,4.88178894672178
"BDET_00289",8,16.2816935355057,26.9465488938602,214.274533452251,226.485810338005,104.932802928378,71.4669506116286,28.2024603151292,46.5434344042616,10.8710743737639,9.43436082695397,8.3529519119076,263.059161975536,268.583996305848,333.261030510432,10.4947416651283,33.522544792115,66.6515642350924
"BDET_00290",385,452,592,793,946,420,695,474,371,992,714,1236,423,488,571,428,540,687
"BDET_00291",1011,1609,2214,1577,1427,717,722,279,566,1621,1400,2064,1290,1205,1591,82,149,278
"BDET_00292",1396,2529,3690,3163,2653,1495,1368,544,1196,3186,2825,4441,2892,2374,3206,103,136,281
"BDET_00293",91,72,164,178,227,135,323,144,191,329,275,333,123,124,159,67,89,141
"BDET_00294",334,432,722,872,891,422,930,491,601,900,742,932,638,605,772,80,136,242
"BDET_00295",718,975,1160,1198,1232,407,590,365,341,1226,956,1495,457,598,751,143,160,274
"BDET_00296",315,580,754,384,364,213,509,215,277,459,383,623,292,302,407,61,52,110
"BDET_00297",606,914,1251,780,810,390,579,356,372,864,762,1074,716,724,775,420,392,768
"BDET_00298",1697,2681,3691,5429,4519,2075,4029,1856,2796,5159,3942,6713,3053,3356,4569,127,176,346
"BDET_00299",828,1097,1741,1678,1503,690,578,239,496,1580,1267,2116,1158,1116,1326,51,86,125
"BDET_00300",1811,2208,2987,3568,3240,1503,1343,538,1320,4018,3194,5259,1838,2223,2785,105,175,333
"BDET_00301",442,583,891,129,181,154,235,77,96,191,181,265,308,391,362,74,157,282
"BDET_00302",138,249,366,356,302,149,123,65,110,316,287,360,282,209,329,12,21,40
"BDET_00303",571,811,1270,1593,2196,891,1544,1001,858,1984,1689,1721,1799,2081,2222,1031,1101,1598
"BDET_00304",252,313,491,503,416,199,217,73,158,516,462,794,344,356,402,15,35,51
"BDET_00305",497,773,1157,782,820,380,641,365,403,877,725,1071,599,580,668,77,124,212
"BDET_00306",79,110,152,172,148,77,102,53,98,175,132,202,66,74,90,3,7,13
"BDET_00307",3722,4763,7107,1970,2329,1543,592,207,623,2781,2938,3875,1869,1956,2123,168,309,539
"BDET_00308",290,367,527,634,700,322,470,280,333,645,583,714,504,523,519,317,379,586
"BDET_00309",640,1089,1640,428,474,382,313,95,186,425,481,568,760,788,868,182,256,622
"BDET_00310",14020,26348,38420,9434,10257,6634,4875,1616,4340,18288,19936,27027,18783,22673,25729,1488,1944,4113
"BDET_00311",1078,1997,2632,2043,1666,807,1052,400,914,1893,1832,2748,1765,1637,2195,88,110,224
"BDET_00312",1193,1522,2504,3642,4862,1723,2767,1932,1311,3149,2814,2876,2989,4563,4756,2963,3739,4791
"BDET_00313",39,60,117,102,165,42,104,93,42,98,75,85,92,159,162,127,207,197
"BDET_00314",186,313,588,670,919,343,558,389,286,679,577,583,667,882,946,558,745,925
"BDET_00315",33,50,97,51,69,27,60,45,34,100,92,93,53,36,55,11,12,24
"BDET_00316",2997,4188,6374,6503,9867,3891,6964,4845,3685,7553,6527,6691,6354,8892,8697,3489,3645,5808
"BDET_00317",999,1505,2381,416,451,344,962,328,429,450,422,587,710,930,951,219,325,674
"BDET_00318",2432,3138,5028,5716,8736,3632,6084,3398,2916,5762,5323,4817,5087,7343,7016,4039,4637,6654
"BDET_00319",1478,2185,2874,2607,3104,1172,2630,1659,1337,2366,2131,2262,1840,1847,2195,428,503,850
"BDET_00320",89.6842609865443,101.810670430187,112.794406273024,0,0,0,0,0,0.00188245129715276,86.0986469486355,59.9562723220708,225.788761436007,68.5913943313705,32.8450483727486,54.3154844143445,0,9.33771597998695,17.3564988455051
"BDET_00321",139.59700409606,196.756152507647,303.594214980814,132.221674469209,111.75425054897,53.5052029109007,44.2492369531161,12.9976890248393,25.960475736772,217.725512075011,141.968664354815,250.645118425366,173.666360299126,172.871712935389,162.541704565032,9.13965836409477,21.0107749377955,44.8441572275559
"BDET_00322",195.44600553313,352.689232306679,391.108778852837,394.586186202079,378.204850269453,158.368219745634,184.039051319233,75.3802662963096,147.549834371891,362.346762827965,349.944883817893,425.572493715007,341.363701623392,334.096207747836,485.976629631482,12.2006876580272,34.020685942821,53.9725021652717
"BDET_00323",235,349,537,124,123,85,156,64,90,138,147,207,256,335,316,71,117,214
"BDET_00324",2112,3170,4989,6336,9941,3793,6455,4075,3307,6576,5631,5985,4937,6699,6613,3023,3264,5319
"BDET_00325",78,103,136,124,120,67,108,55,64,121,95,171,90,76,82,12,10,29
"BDET_00326",220,346,448,272,269,175,110,58,93,255,258,354,290,190,270,15,28,33
"BDET_00327",42,114,136,89,76,38,31,22,32,89,70,114,84,50,76,4,7,15
"BDET_00328",1001,1614,2523,2184,2034,1051,1020,472,769,1975,1730,2712,1658,1517,2024,108,145,353
"BDET_00329",63,91,158,168,135,71,73,29,50,137,145,200,93,67,116,2,6,9
"BDET_00330",1049,1877,2534,3194,2532,1270,2157,950,1681,3074,2643,4890,2804,2119,2641,182,287,457
"BDET_00331",1514,2375,3212,2637,2356,1093,1465,642,1112,2548,2135,3009,1922,1870,2231,120,214,443
"BDET_00332",98,175,215,288,237,113,126,63,104,175,95,337,86,122,150,17,18,34
"BDET_00333",122,177,269,224,207,99,120,53,86,208,159,240,174,154,209,6,13,28
"BDET_00334",4885,7112,8997,7930,6891,3368,3563,1404,2823,7060,5596,10998,4499,5377,6295,502,757,1488
"BDET_00335",483,605,1000,1484,2248,964,1411,949,876,1885,1471,1891,1178,1479,1395,1207,1032,1884
"BDET_00336",965.677886941412,1777.82710063408,2534.3412689423,1435.29655086043,1323.58639127071,647.085486424081,834.720625955612,352.517229912125,555.780101861035,1266.37594750872,1321.73731587041,1757.58222872391,1370.20337913771,1354.55027643444,1708.82493500706,140.94992769833,223.577254948851,418.044434220064
"BDET_00337",584.322113058588,878.172899365917,1227.6587310577,1053.70344913957,955.413608729287,503.914513575919,634.279374044388,202.482770087875,449.219898138965,1118.62405249128,855.262684129588,1395.41777127609,818.796620862289,778.449723565561,944.175064992941,46.0500723016696,67.422745051149,115.955565779936
"BDET_00338",4699,6243,8372,6936,6095,2811,2636,1092,2077,8009,6321,10125,4730,5040,6177,315,490,905
"BDET_00339",464,782,994,718,610,239,249,90,194,673,482,1001,491,414,505,29,58,89
"BDET_00340",88,139,234,58,47,44,104,38,63,64,52,77,63,106,116,35,46,77
"BDET_00341",1314,1723,2489,1583,1494,649,1276,569,1016,2525,2205,4410,852,1079,1243,89,89,213
"BDET_00342",118,172,281,37,42,37,84,27,37,52,73,93,67,48,60,16,25,37
"BDET_00343",197,245,283,166,144,93,136,69,102,218,180,277,134,125,167,22,36,70
"BDET_00344",109,160,202,151,138,67,70,44,71,202,151,236,114,86,129,5,7,16
"BDET_00345",215,369,548,492,430,260,282,202,193,512,497,608,394,350,417,19,38,62
"BDET_00346",201,324,406,540,588,316,333,163,236,385,329,452,369,307,413,30,46,96
"BDET_00347",416,618,1001,596,586,278,251,105,198,838,712,1011,513,416,580,19,38,41
"BDET_00348",3894,6289,9233,24887,20455,10128,11382,5078,8568,21074,16276,26761,13030,13586,18330,977,1108,2060
"BDET_00349",1021,1679,2425,988,900,472,604,289,395,1270,1080,1581,881,929,1086,131,200,340
"BDET_00350",57,98,145,228,164,81,76,26,69,126,96,157,163,112,191,3,7,8
"BDET_00351",565,807,1158,793,725,386,339,173,326,1018,877,1190,723,635,848,45,77,123
"BDET_00352",1100,1779,2657,2649,2245,1274,1109,460,878,2657,2273,3281,2152,1917,2384,99,112,259
"BDET_00353",355,576,845,638,643,266,304,179,265,502,537,671,523,527,674,84,105,185
"BDET_00354",226,321,534,548,538,297,432,147,296,622,518,785,399,375,507,19,22,72
"BDET_00355",234,349,617,145,148,139,174,61,116,209,183,225,223,279,311,61,95,209
"BDET_00356",783,1074,1604,634,662,434,862,295,482,906,802,1052,695,787,884,105,200,348
"BDET_00357",191,249,460,230,235,123,298,125,161,290,209,303,210,196,252,30,28,81
"BDET_00358",151,263,373,387,330,190,180,63,115,309,269,449,345,362,474,34,35,46
"BDET_00359",3294,4962,7532,8327,11559,4754,11454,6903,5455,9001,7770,9027,6459,8734,8663,3686,4508,6640
"BDET_00360",1094,1902,2573,1615,1421,658,727,358,606,1847,1638,2432,1427,1253,1632,62,92,204
"BDET_00361",1075,1294,2168,3124,4667,1931,3570,2311,1833,3473,3062,3069,2682,3949,3629,2016,2205,3482
"BDET_00362",569,774,1093,235,252,219,467,146,223,270,237,380,336,539,549,172,234,487
"BDET_00363",1370,1901,3008,1697,1485,713,615,247,564,2255,1969,2964,1527,1359,1831,63,133,232
"BDET_00364",457,833,1242,374,387,197,142,37,105,593,628,889,611,513,582,33,65,107
"BDET_00365",450,622,953,252,285,195,116,44,87,476,451,703,368,400,486,36,27,85
"BDET_00366",450,773,1224,1719,1482,951,1329,554,858,1814,1493,1907,1240,1112,1397,57,80,126
"BDET_00367",31,43,69,57,41,29,33,23,31,39,39,61,30,32,65,4,0,3
"BDET_00368",107,169,285,68,81,49,105,29,55,93,80,124,142,164,191,49,54,135
"BDET_00369",2462,3399,5052,4148,3702,1751,2070,926,1492,4731,3916,6458,3161,3093,4019,156,288,508
"BDET_00370",26045,36191,64755,130603,216696,76290,274142,160256,125426,111595,95294,90843,123606,182765,189301,57438,58914,89310
"BDET_00371",127,159,263,121,121,60,392,237,291,179,130,181,148,148,193,36,71,119
"BDET_00372",18,24,27,8,10,6,9,7,12,20,22,27,4,5,8,0,0,3
"BDET_00373",301,567,779,371,331,216,143,74,147,395,391,591,307,318,437,20,27,69
"BDET_00374",287,379,740,195,227,207,442,177,221,244,208,297,360,462,437,169,188,448
"BDET_00375",1449,2060,2991,1879,1950,941,1225,679,881,2514,2029,3527,1503,1609,1944,288,339,628
"BDET_00376",1811,2560,3860,5520,4669,2343,5000,2226,3248,5267,4087,6055,4079,3808,4701,406,505,867
"BDET_00377",1725,2249,2476,10003,8388,4068,8341,3666,5564,7083,4347,9321,3702,5619,5959,449,590,1081
"BDET_00378",133,135,213,474,791,276,409,232,204,313,296,366,362,493,455,293,320,539
"BDET_00379",87,112,141,251,201,96,138,49,108,284,201,329,197,191,235,16,31,46
"BDET_00380",1614,2638,4046,5453,4511,2277,2140,915,1748,5467,4640,6458,3709,3511,4778,93,161,338
"BDET_00381",475,739,1140,1044,868,446,550,263,363,1024,877,1274,743,754,875,67,80,196
"BDET_00382",760,1135,1574,1341,1318,701,641,313,512,1285,1064,1603,911,815,1101,94,87,217
"BDET_00383",64,177,211,254,184,162,163,64,115,166,138,212,142,139,231,7,12,30
"BDET_00384",189,317,427,263,242,153,177,62,116,224,169,287,247,196,300,30,44,99
"BDET_00385",744.845189954932,1261.64410145867,1760.16139389265,1121.95037335649,857.635993966007,628.868508453943,2885.68037573396,1409.65251490598,1276.27248688384,366.713813593492,391.275417768518,562.244586653993,197.620927597285,220.633740420728,268,32,31,73
"BDET_00386",357,505,766,740,548,317,390,176,281,686,567,876,705,559,815,29,53,82
"BDET_00387",5726,7383,14138,12609,23642,8890,19755,13951,9552,22566,22162,19483,16204,25307,23827,18194,19833,34289
"BDET_00388",414,606,864,1131,1031,860,1308,542,841,1003,720,1134,810,685,827,32,47,89
"BDET_00389",1210,1911,2697,632,637,469,281,93,236,1070,1104,1560,794,850,992,66,76,149
"BDET_00390",873,1476,2211,492,478,401,465,164,235,630,675,838,738,850,876,195,289,513
"BDET_00391",422,653,970,863,751,393,385,166,296,967,809,1226,627,547,732,19,39,69
"BDET_00392",961,1295,2132,2193,1913,955,1013,401,737,2052,1552,2661,1273,1323,1625,61,87,217
"BDET_00393",3312,5009,7176,8908,8220,3834,4946,2497,3626,9065,7481,11069,6690,6649,8453,1041,1199,1956
"BDET_00394",29,34,46,72,84,51,61,23,49,81,69,98,60,49,70,3,5,7
"BDET_00395",659,1338,1841,747,554,303,576,323,547,1440,1339,2121,679,634,951,36,44,103
"BDET_00396",60,107,149,132,92,58,104,34,46,211,172,320,74,62,76,3,3,9
"BDET_00397",18,73,71,43,46,20,32,14,30,153,116,248,34,44,37,1,6,8
"BDET_00398",2,2,4,1,0,1,4,3,2,1,0,0,2,0,2,0,0,0
"BDET_00399",95,126,180,189,169,91,147,74,111,266,275,419,105,101,128,9,9,17
"BDET_00400",1005,1645,2510,1926,2562,1016,1776,1410,994,1968,1965,2141,1479,1589,1686,1003,965,1768
"BDET_00401",31,41,90,69,103,27,130,126,76,60,74,58,48,75,67,55,76,84
"BDET_00402",637,1072,1428,1033,908,407,519,242,441,1244,1172,1626,854,755,1058,61,71,105
"BDET_00403",30.6209584613156,36.8116282880002,58.8510250326406,148.232664790358,104.136318418077,100.647106568633,160.718318475932,74.9303196140779,118.953851177972,47.3345054026803,59.6445141725965,116.340530324903,208.274701625882,186.855659299099,327.300428915264,8.70016024127568,9.10743375841247,13.5743173445914
"BDET_00404",52.6074859088567,71.6103154163554,71.8210971985594,35.0278111091385,37.3243999223699,20,93.8168298346368,47.0119615559559,61.5003974385915,33.9491515320631,32.8917904903424,65.6202612816785,29.9233113510224,38.3142482521004,37.4843536260898,9.14518332640501,15,28.7655133060007
"BDET_00405",784,1223,1832,1877,2493,867,1657,1275,926,2569,2322,2455,1521,1897,1961,872,998,1469
"BDET_00406",327,442,665,217,217,145,161,47,111,292,246,426,282,304,319,60,87,149
"BDET_00407",186,266,383,553,686,306,422,290,270,568,442,632,482,543,631,405,370,652
"BDET_00408",147,189,296,238,214,149,127,45,82,228,213,303,206,172,245,24,10,34
"BDET_00409",1933,2493,3640,4075,5899,2368,3128,1986,1678,4202,3654,5260,2813,3654,3476,4846,4214,6894
"BDET_00410",345,511,803,605,559,338,433,224,277,821,673,989,519,471,694,60,70,118
"BDET_00411",1233.15481004507,1824.35589854133,2701.83860610735,1076.04962664351,1161.36400603399,629.131491546057,2486.31962426604,1075.34748509402,1354.72751311616,291.286186406508,278.724582231482,411.755413346007,113.379072402715,120.366259579272,151,48,86,108
"BDET_00412",166,259,403,230,255,161,207,89,154,300,238,361,284,243,330,29,41,64
"BDET_00413",149,218,424,1232,2121,621,1798,1254,788,1162,1132,825,1659,2335,2268,1004,1134,1684
"BDET_00414",186,264,428,101,108,72,165,62,68,96,83,105,157,204,191,60,110,193
"BDET_00415",289,394,635,177,150,107,336,132,102,248,241,271,175,274,244,64,114,142
"BDET_00416",1242,1734,2838,2687,3568,1491,1661,916,975,2431,2131,2927,2009,2502,2509,777,662,1445
"BDET_00417",1613,2504,3713,3009,2694,1366,1408,585,1199,2986,2646,4197,2482,2259,2707,137,197,390
"BDET_00418",10,15,25,13,8,4,9,3,5,19,15,26,5,4,10,0,0,3
"BDET_00419",884,1171,1832,963,954,686,495,184,427,1392,1303,2114,1072,979,1100,50,89,165
"BDET_00420",79,110,159,166,157,108,94,34,67,208,176,282,89,83,108,4,3,13
