"","CLFT001.rep1","CLFT001.rep2","CLFT001.rep3","CLFT023.rep1","CLFT023.rep2","CLFT023.rep3","CLFT026.rep1","CLFT026.rep2","CLFT026.rep3","CLFT044.rep1","CLFT044.rep2","CLFT044.rep3","JEL410.rep1","JEL410.rep2","JEL410.rep3","JEL422.rep1","JEL422.rep2","JEL422.rep3"
"BDET_04197",34,57,78,28,33,26,11,5,9,69,64,98,28,30,43,1,3,7
"BDET_04198",239.043678036503,399.048311237678,573,109.021531783364,104.009732252361,80,113.028075023501,32,52,92.0227607403148,103.010355919365,98.0125425083399,215.07604163767,254.028967363992,257,63,106,204
"BDET_04199",1645,2574,3608,2048,1831,875,1066,558,761,1985,1783,2635,1493,1646,1979,252,416,689
"BDET_04200",2632,3617,6028,1054,1130,847,1713,535,655,1192,1155,1655,1703,2374,2332,931,1464,2524
"BDET_04201",260,467,681,444,375,204,117,60,118,381,345,536,376,338,530,36,47,104
"BDET_04202",804,1073,1588,1386,1260,645,376,144,385,1295,1184,1781,1097,1046,1302,71,106,282
"BDET_04203",85,192,326,36,54,25,29,10,18,68,89,122,127,91,106,23,34,51
"BDET_04204",442,759,1081,190,170,136,131,48,74,286,271,437,410,435,433,53,123,222
"BDET_04205",254,420,583,428,373,218,160,77,138,476,411,601,328,304,426,39,48,124
"BDET_04206",700,1046,1540,271,298,230,265,64,150,402,358,533,620,691,700,161,306,500
"BDET_04207",641,1073,1571,450,387,238,268,101,171,388,405,452,468,562,653,103,185,348
"BDET_04208",95,165,249,208,193,99,81,47,56,202,197,251,125,91,168,8,13,37
"BDET_04209",701,1045,1450,959,876,465,391,145,301,932,882,1264,799,788,1052,81,120,244
"BDET_04210",1075,1526,2460,2160,2061,1213,838,388,757,2552,2306,3611,2113,1925,2564,344,340,716
"BDET_04211",4445,5614,8887,14322,23631,8256,24597,14664,10895,20370,18075,17235,14484,24184,22885,9997,11919,16345
"BDET_04212",670,827,1221,935,847,518,703,313,474,1199,1024,1355,656,785,1011,111,98,191
"BDET_04213",154,287,410,319,252,159,107,37,93,291,249,394,244,211,287,14,25,58
"BDET_04214",997,1283,2069,3839,5284,1982,2500,1388,1299,3401,2750,2814,2997,4360,4471,2306,2865,4225
"BDET_04215",885,1585,2003,1435,1382,599,469,214,362,1335,1132,1751,981,962,1227,232,322,517
"BDET_04216",2171,2894,4397,1958,1953,1179,1404,774,945,3076,3167,4702,1961,1967,2477,505,503,1207
"BDET_04217",1520,2281,3551,2441,2629,1231,1199,655,767,2574,2331,3203,2098,2130,2439,658,675,1220
"BDET_04218",891,1476,2263,1634,1462,842,604,257,495,1897,1667,2283,1440,1342,1671,62,109,198
"BDET_04219",1386,2041,3165,2414,2046,1002,613,242,575,2091,1978,2539,2142,1934,2539,119,175,312
"BDET_04220",132.432432432432,156.978260869565,207.103448275862,376.081081081081,373.338235294118,145.376623376623,181.754716981132,89.8723404255319,138.75,162.043859649123,134.979166666667,168,246.152866242038,255.255813953488,299.425,23.8034895253843,34.7368421052632,58.1764705882353
"BDET_04221",5,0,8,2,5.5,7,2,2.5,1.5,21,21,25.9999957903976,5.5,2.5,9,0.5,1,1.5
"BDET_04222",835,1319,2172,749,773,481,555,184,299,878,753,1183,1048,1120,1234,216,389,692
"BDET_04223",356,640,865,1036,1547,540,579,383,357,831,696,887,688,944,930,580,486,870
"BDET_04224",505,846,1180,663,566,289,211,71,164,737,690,929,567,530,746,36,54,85
"BDET_04225",147,287,353,427,372,198,134,55,86,306,253,444,242,226,326,12,15,48
"BDET_04226",602,1014,1443,368,416,290,288,107,177,531,468,666,770,921,960,234,345,703
"BDET_04227",3952,5301,8215,8932,11461,4424,5271,3455,3115,8067,7125,9647,6230,9119,8793,4531,4093,7683
"BDET_04228",1560,2175,3452,782,657,499,1423,536,525,618,606,976,529,920,906,541,772,1394
"BDET_04229",3470,7170,10311,4466,4509,2181,1179,416,1071,5014,5346,7948,4128,4508,5322,298,413,846
"BDET_04230",349,596,788,653,527,205,190,84,169,629,494,706,439,461,605,23,50,71
"BDET_04231",1816,2795,4137,2052,1806,909,665,235,487,2191,2061,2906,1685,1761,2172,101,188,330
"BDET_04232",59,100,137,53,61,30,57,19,31,40,45,71,39,35,43,5,9,22
"BDET_04233",140,157,308,370,396,200,251,166,200,418,377,392,278,240,290,103,123,242
"BDET_04234",112.294385440232,137.404029330592,214.95086390531,367.301456080416,375.612150919272,167.717670598154,188.308989701907,77.5848610644362,168.216107203531,479.129871350864,381.904965531143,587.624711576018,277.466971879362,286.180192375149,295.048725877529,23.8312313803708,31.528110461041,32.191139745099
"BDET_04235",181.705614559768,296.595970669408,357.04913609469,425.698543919584,387.387849080728,191.282329401846,187.691010298093,66.4151389355638,165.783892796469,321.870128649136,278.095034468857,499.375288423982,324.533028120638,238.819807624851,360.951274122471,20.1687686196292,28.471889538959,69.808860254901
"BDET_04236",904,1270,1548,1235,1174,621,469,194,371,1333,1104,1742,822,892,1089,52,111,207
"BDET_04237",275,288,609,198,166,113,211,90,117,543,558,836,219,221,209,29,39,52
"BDET_04238",340.610389890646,537.965962561864,742.55544501246,736.508539262569,615.36756335778,374.721651350318,533.22846626123,250.29895181961,308.054261417557,604.774193266099,560.987068601085,1014.38852959994,380.991115905933,477.514056463372,465.423369320879,65.9996512038489,101.11712255689,198.592588843557
"BDET_04239",56,92,105,49,31,16,22,5,6,51,54,55,41,39,58,8,23,31
"BDET_04240",61,108,128,98,87,59,46,16,36,102,67,111,101,73,89,8,12,23
"BDET_04241",780,1207,1561,1541,1380,685,623,268,428,1676,1331,2300,1031,1006,1250,85,124,240
"BDET_04242",885,1246,1819,1675,1479,684,669,319,501,1712,1437,2106,1133,1038,1353,66,97,198
"BDET_04243",1873,3080,4530,2419,2311,1249,1274,616,924,3289,2939,4085,2515,2462,3100,581,671,1154
"BDET_04244",41.1385875295659,55.7940123422986,88.1196332815433,120.993794107583,99.4434577188434,53.1300881469232,67.3530940234113,32.7907866139066,47.8081377014029,59.4432851748256,52.870941434262,76.5489393566916,38.8675245200057,38.5347921508863,66.6921046408564,23.9463791942445,19,44.8716340547197
"BDET_04245",831,989,1533,1515,1642,1004,1289,702,861,2844,2480,2630,1245,1382,1420,177,193,374
"BDET_04246",65,96,118,94,94,69,57,15,34,53,37,53,71,71,89,19,19,52
"BDET_04247",223,340,479,461,412,200,192,67,153,439,390,550,361,293,407,8,18,24
"BDET_04248",678,941,1462,2149,2349,1401,1712,810,1080,2873,2260,3338,1908,1664,1867,240,280,544
"BDET_04249",204,272,434,301,286,155,141,50,77,346,254,388,253,257,284,10,19,29
"BDET_04250",1014,1237,1495,1608,1746,769,625,348,482,1536,1293,2037,1092,1315,1435,575,599,913
"BDET_04251",513,647,873,1284,1143,509,500,195,395,1237,1017,1643,719,806,946,41,83,151
"BDET_04252",269,408,539,528,439,312,178,56,152,401,379,537,362,379,515,26,58,97
"BDET_04253",2638,3875,5656,7281,5906,2776,2763,1169,2161,6876,5581,9224,5052,4649,6247,189,265,554
"BDET_04254",51,81,110,151,125,93,96,35,52,166,123,186,96,110,120,6,1,19
"BDET_04255",6.38174062847062,11.2385180558462,16.1920844606013,11.433690034,17.5565422811566,9.37030569478864,29.9145218231462,17.2092133860934,9.46038727924551,17.7226807766939,9.32972249605447,19.8766730350036,2.1324754799943,5.46520784911367,4.30789535914362,1.05362080575546,0,5.12836594528027
"BDET_04256",5,9,6,6,14,5,8,2,1,7,5,4,2,0,0,1,2,9
"BDET_04257",278,502,608,374,335,172,160,69,118,395,340,518,227,239,256,60,80,137
"BDET_04258",665,816,1089,1694,1478,670,550,250,425,1334,1094,1880,878,990,1238,40,52,124
"BDET_04259",1022,1668,2519,2332,2563,1157,1237,866,748,2413,2237,2543,1918,2026,2365,879,1132,1658
"BDET_04260",76,179,287,278,359,112,115,75,84,256,267,270,232,238,260,94,113,144
"BDET_04261",224,394,569,498,502,228,280,145,185,706,536,821,460,432,514,29,44,66
"BDET_04262",105,150,194,569,509,282,570,285,325,265,234,282,98,91,121,174,191,526
"BDET_04263",0,0,2,5,5,2,14,6,9,4,2,3,0,0,1,0,3,0
"BDET_04264",243,457,654,156,169,102,130,42,84,260,269,352,237,272,302,53,97,171
"BDET_04265",64,112,181,52,35,21,43,15,39,77,67,98,77,77,66,17,13,40
"BDET_04266",106,239,337,73,59,44,48,14,21,76,99,119,124,127,114,24,36,69
"BDET_04267",196,287,557,79,110,64,84,32,58,114,158,177,256,222,265,68,81,188
"BDET_04268",186,253,371,324,508,240,213,131,106,289,259,295,270,371,348,475,476,898
"BDET_04269",420,473,674,1804,3082,1161,1295,839,670,1247,1131,1057,1355,2261,2026,1873,1848,3197
"BDET_04270",241.562903411282,917.72068217016,1933.05403612314,298.79541461678,274.686132693483,328.000525734333,68.0838292866737,28.199754805162,1.52767004435077e-05,1434.13610635689,753.057731407585,327.15684262056,1318.15315205783,935.054153993747,1052.92206886847,0.00988815092626285,0.000846303835083409,46.6194674789458
"BDET_04271",4321.43709658872,5209.27931782984,5747.94596387686,10571.2045853832,9087.31386730652,4514.99947426567,4398.91617071333,1937.80024519484,3384.9999847233,9371.86389364311,6979.94226859242,15180.8431573794,4148.84684794217,5862.94584600625,6886.07793113153,480.990111849074,667.999153696165,1360.38053252105
"BDET_04272",1468,2492,3394,2063,1922,1122,851,325,709,2302,2320,2994,2549,2426,3151,146,222,385
"BDET_04273",591,815,1091,1435,1281,601,464,210,430,1235,965,1812,808,888,1105,121,155,302
"BDET_04274",751,1184,1549,1146,1062,582,458,198,358,1020,845,1460,869,889,1143,67,81,145
"BDET_04275",214,291,409,339,325,201,143,72,122,311,258,424,251,221,288,22,25,31
"BDET_04276",156,249,384,317,321,185,135,58,118,360,290,413,295,235,310,25,29,37
"BDET_04277",536,771,1101,1479,1176,641,699,318,476,1289,1124,1839,995,936,1257,34,38,100
"BDET_04278",285,675,1002,1219,1018,444,494,229,378,1152,1044,1702,991,679,898,34,40,73
"BDET_04279",416,617,997,422,409,204,164,46,102,418,358,560,320,359,421,57,77,160
"BDET_04280",36,42,88,65,100,81,55,34,22,129,136,129,46,49,66,13,29,57
"BDET_04281",598,936,1344,1281,1138,709,725,300,476,1341,1014,1690,868,794,967,31,42,102
"BDET_04282",471,755,1013,478,649,274,462,302,278,577,561,651,456,510,524,343,392,725
"BDET_04283",373,622,1065,246,235,165,254,64,161,429,398,515,473,446,475,116,189,356
"BDET_04284",113,106,238,43,40,20,51,17,11,42,41,46,82,104,86,39,53,82
"BDET_04285",333,453,642,388,303,170,235,135,185,421,370,595,304,313,390,59,97,131
"BDET_04286",0,0,0,0,0,0,0,0,0,0,0,4.5542813827199,0,0,0,0,0,0
"BDET_04287",2218.74641759983,3203.24865212824,4387.25920535878,4144.81424330094,3797.99023708033,2572.99020188541,2812.99999763648,1073.57752220659,2140.99999959283,3706.58890204342,3299.28564856389,5757.7371852592,2571.66993119092,2819.93436287407,3312.50607220201,566,545.711051827079,1328
"BDET_04288",81,104,151,102,114,67,172,136,105,149,126,169,106,120,121,47,45,102
"BDET_04289",444,686.105817922995,1047.09681331617,1293,2182,719,1718,834,810,1460.66918144418,1217,1148.79215445897,783.330954050054,1156,1161,510,672,1177
"BDET_04290",4457,5280.89418207701,8718.90318668383,1895,2335,1520,762,245,612,2540.33081855582,2494.98860327912,4244.20784554103,1391.66904594995,1768,1859,149,223,459
"BDET_04291",65,109,142,34,49,24,149,116,82,73,53.0113967208769,59,30,56,31,23,16,61
"BDET_04292",140,217,347,287,264,170,110,43,92,272,262,339,227,207,296,12,21,34
"BDET_04293",305,396,635,588,963,326,569,431,269,643,532,612,686,689,753,333,297,597
"BDET_04294",2099,3348,4702,2597,2441,1288,791,288,700,3594,3099,4723,2386,2385,2853,236,359,664
"BDET_04295",36,59,95,20,25,15,11,2,11,46,45,59,27,32,19,2,3,8
"BDET_04296",143,258,343,341,294,133,140,59,126,301,281,433,226,217,361,4,15,25
"BDET_04297",184.728487692513,254.37964729118,426.535535364917,422.646773046196,346.45420945905,134.626826516532,102.764152119501,44.8347581681215,78.5826613956065,319.445049586071,270.314480520923,387.076939776327,273.093309262472,256.933578104919,372.383445814213,7,23,21.2628397369035
"BDET_04298",14.4380147223524,11.4968786347035,21.169498373548,6.86420908284606,0,2,4.04123720870947,4.75334981693786,2.17267283492698,22.9108461342585,20.0442274580201,25.5526973930793,3.67496630453867,3.89845897118086,3.3638358871781,0,0,0
"BDET_04299",213,273,450,431,406,295,332,143,221,441,305,467,316,274,389,32,46,82
"BDET_04300",177,217,367,302,262,145,118,45,87,296,283,420,232,191,277,9,16,23
"BDET_04301",63,89,150,101,79,42,48,16,27,126,106,177,86,76,99,1,4,11
"BDET_04302",1530,2262,3630,3694,4836,2195,1819,1147,962,6499,6122,5593,3322,4502,4136,2433,2418,4332
"BDET_04303",893,1440,2081,1900,1703,716,500,223,412,1629,1331,2172,1237,1176,1599,104,151,270
"BDET_04304",225,362,487,195,178,126,111,34,72,218,168,296,217,175,260,22,28,62
"BDET_04305",74,148,195,367,533,193,198,147,91,232,217,212,238,277,278,176,173,310
"BDET_04306",925,1427,2215,3657,5687,1963,2196,1474,1088,2541,2397,2412,2230,3164,3205,1921,1980,3024
"BDET_04307",1529,1968,2894,2880,2589,1109,851,338,787,2499,2107,3515,1756,1965,2401,93,172,324
"BDET_04308",2932,4072,5552,4447,4116,1920,1337,487,1116,4529,3667,6210,2971,3429,4100,255,406,787
"BDET_04309",357,489,759,1006,1504,723,904,585,428,944,873,749,999,1499,1357,1015,1020,1707
"BDET_04310",3970,5924,9603,20634,29186,14989,12150,7220,4674,17083,16692,16543,10892,16236,15138,30930,23830,56959
"BDET_04311",946,1127,1796,1394,1416,609,452,184,357,2216,1897,3013,1423,1427,1850,293,280,555
"BDET_04312",69,101,160,198,158,130,68,32,49,142,123,165,132,96,139,7,6,20
"BDET_04313",1648,2806,4000,5404,7508,2817,4072,2790,2120,5606,4715,5499,4877,5979,6340,2823,2964,4666
"BDET_04314",663,1130,1546,1513,1289,638,414,196,341,1618,1361,2116,1021,984,1253,44,73,102
"BDET_04315",302,379,603,292,281,167,111,38,76,386,292,466,360,316,409,39,52,125
"BDET_04316",1988,2938,4067,5497,7179,2768,3419,2160,1975,5215,4506,5104,3593,4880,5444,2647,2782,4299
"BDET_04317",0,1,1,1,2,0,2,0,0,0,3,2,0,0,0,0,0,1
"BDET_04318",1251,2032,2968,1564,1604,721,867,588,655,1864,1686,2401,1437,1423,1705,291,347,647
"BDET_04319",33,70,89,49,49,24,65,26,24,37,45,59,26,31,51,7,9,15
"BDET_04320",8823,12511,20457,25022,34982,13234,14283,8972,7571,28002,25583,28563,17886,26178,25248,16388,18578,27545
"BDET_04321",322,434,556,888,1025,397,455,283,288,609,442,711,423,490,627,310,306,497
"BDET_04322",95,206,273,369,475,184,229,141,136,274,278,370,180,170,202,123,132,262
"BDET_04323",41,78,90,51,56,32,24,20,14,57,33,64,50,57,74,9,8,16
"BDET_04324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_04325",644,844,1152,2325,1978,977,1462,647,1022,1690,1238,2801,1049,1070,1202,72,130,253
"BDET_04326",1154,1737,2415,1935,1818,859,1157,528,739,2161,1768,2775,1315,1279,1738,100,174,291
"BDET_04327",2302,3552,4844,2896,2656,1281,1175,503,875,2758,2501,3686,2302,2457,3058,416,643,1126
"BDET_04328",2149,3447,4863,4283,3687,1741,1234,606,1133,5353,4261,7507,3428,3322,3946,260,417,753
"BDET_04329",2200,3133,4865,2060,2012,1033,931,375,614,2506,2293,3368,2106,2187,2556,383,599,1035
"BDET_04330",682,902,1305,2494,3243,1245,1327,812,765,2270,1974,2464,1559,2210,2216,1503,1759,2526
"BDET_04331",451,672,951,1378,1131,513,346,137,319,1419,1193,1756,574,529,806,27,46,75
"BDET_04332",1307,2223,3625,3128,3771,1647,1539,974,941,2812,2495,3599,2207,2608,2917,1709,1813,3132
"BDET_04333",302,447,626,701,765,494,630,312,405,786,603,954,695,628,759,43,60,118
"BDET_04334",66,152,175,156,137,53,47,14,58,90,75,113,82,102,153,7,11,9
"BDET_04335",439,695,1026,813,739,439,293,92,245,909,722,1038,748,692,805,37,60,121
"BDET_04336",136,213,286,199,197,79,88,26,75,291,302,386,210,176,234,1,9,19
"BDET_04337",26,33,62,42,29,18,36,16,27,59,66,89,53,46,37,5,5,8
"BDET_04338",507,819,1186,759,651,359,278,138,254,745,729,949,743,626,899,35,67,120
"BDET_04339",1638,2438,3614,2473,2115,1070,807,319,634,2967,2515,3792,2060,2141,2635,178,293,507
"BDET_04340",449,682,1194,182,199,125,258,66,109,227,238,340,480,494,474,104,195,375
"BDET_04341",1882,3080,4689,3643,3064,1448,1149,390,945,3640,3341,4634,3192,2609,3554,121,213,379
"BDET_04342",477,776,1022,374,407,254,103,35,92,580,517,734,433,459,495,46,81,152
"BDET_04343",621,1115,1556,989,804,446,267,105,204,1017,921,1246,718,703,847,51,86,155
"BDET_04344",180,225,368,306,340,220,217,128,135,310,291,337,273,251,296,48,57,116
"BDET_04345",355,437,624,436,433,176,147,69,127,470,420,781,321,302,431,33,54,103
"BDET_04346",237,390,628,308,282,129,111,52,82,255,263,416,268,266,323,55,74,113
"BDET_04347",612,929,1309,608,597,284,258,154,200,556,542,810,560,569,718,120,139,281
"BDET_04348",995,1596,2248,1011,921,539,542,270,381,1271,1152,1712,1097,942,1201,127,160,304
"BDET_04349",567,755,1175,1305,1232,715,588,205,407,1531,1201,1912,1152,1066,1439,32,61,133
"BDET_04350",20,28,25,26,12,6,7,5,4,20,22,37,7,7,10,1,1,5
"BDET_04351",349,679,897,670,566,279,235,80,164,790,692,1001,543,435,608,19,32,58
"BDET_04352",2558,4039,5724,4925,4353,2019,1746,800,1390,5569,4654,7028,3713,3447,4446,257,344,597
"BDET_04353",554,769,1311,866,746,340,266,114,169,635,570,796,647,682,744,86,98,177
"BDET_04354",220,383,574,497,444,246,146,60,135,618,491,759,521,488,634,7,22,57
"BDET_04355",1690,2421,3406,3827,4132,1720,2141,1456,1339,3848,3263,4258,2583,2953,3299,1058,1323,1754
"BDET_04356",7,9,18,40,23,11,58,26,14,13,11,18,4,3,6,0,2,8
"BDET_04357",3583,4800,7232,15850,13312,7026,9065,4267,6091,12588,9506,16350,8091,8573,9920,683,858,1707
"BDET_04358",966,1243,1939,2577,3567,1523,1372,921,760,2723,2401,2650,2077,2889,3015,1797,1942,3081
"BDET_04359",5,10,20,19,26,5,23,28,17,20,14,19,17,17,15,35,27,52
"BDET_04360",512,705,886,902,814,443,414,186,328,767,585,957,636,571,809,35,43,111
"BDET_04361",658,1144,1577,1048,971,536,552,267,424,909,759,1210,878,904,1145,270,436,739
"BDET_04362",900,1830,2263,1717,1501,794,626,242,502,1576,1324,2131,1317,1160,1701,78,102,179
"BDET_04363",535,869,1036,803,725,367,390,195,238,798,711,1043,575,637,766,97,130,200
"BDET_04364",650,896,1624,257,251,207,321,114,145,348,291,402,481,586,572,158,322,447
"BDET_04365",37,39,48,57,37,34,45,19,24,62,50,52,39,56,55,10,16,27
"BDET_04366",202,323,428,316,280,140,95,64,81,293,265,431,154,204,277,26,33,59
"BDET_04367",536,1088,1458,1026,916,398,264,161,223,982,956,1185,761,761,982,121,131,236
"BDET_04368",82,107,153,149,172,94,177,83,116,403,357,373,160,163,174,41,68,103
"BDET_04369",33,64,97,22,24,28,30,17,18,32,26,42,39,61,75,8,17,42
"BDET_04370",212,440,588,650,530,270,178,73,161,570,508,706,392,349,509,18,28,52
"BDET_04371",440,709,1035,802,636,351,244,103,245,826,688,948,606,603,796,28,41,59
"BDET_04372",274,384,709,155,183,141,192,59,99,167,152,215,393,394,392,109,184,281
"BDET_04373",53.5111859689924,61.8289887651905,102.795534185842,73.9906971380567,80,33,159.002277980085,165.420890333843,141,101.129689312775,78.0682684312438,184,47,65.3546640092366,79.162061054735,5,2.72930421952938,11
"BDET_04374",2117,3019.81001856525,4174.14435369004,8754.02452376428,7063.38747333466,3414.56177704994,3240.89964168629,1276.65841255042,2481.59430232153,7044.55796335957,5144.19629043588,8661.38624166661,4787.14736488772,5024.13499867534,6599.36514997051,175,295,564
"BDET_04375",298,489,726,166,162,146,142,53,78,224,204,258,243,244,275,75,104,221
"BDET_04376",0,5.18998143474767,4.8556463099554,5.97547623571662,23.6125266653439,37.4382229500576,12.1003583137064,16.3415874495763,19.4056976784729,15.44203664043,4.8037095641216,11.613758333394,4.85263511227999,16.8650013246571,14.6348500294859,0,0,0
"BDET_04377",14.4888140310076,2.17101123480951,20.2044658141585,2.00930286194328,0,0,9.99772201991538,6.57910966615685,0,18.8703106872247,11.9317315687562,0,0,6.64533599076341,2.83793894526502,0,0.270695780470615,0
"BDET_04378",98,186,268,497,385,241,980,377,344,921,612,576,168,234,220,53,80,131
"BDET_04379",1520,1521,2311,352,439,286,1719,521,451,376,388,462,344,726,691,445,632,1082
"BDET_04380",285,414,534,331,378,165,315,221,186,375,333,519,254,274,342,44,39,112
"BDET_04381",1267,2407,3187,2193,2001,1111,1028,470,762,2007,1669,2601,1619,1615,1822,145,240,460
"BDET_04382",66,106,176,41,43,20,34,12,22,67,45,68,63,72,89,23,35,63
"BDET_04383",685,1043,1492,958,930,480,452,248,288,936,827,1349,887,895,1168,473,349,840
"BDET_04384",136,172,292,391,314,156,134,71,101,309,301,431,245,212,290,15,16,38
"BDET_04385",243,395,518,258,216,93,98,43,79,409,407,578,239,224,271,12,19,26
"BDET_04386",401,645,1125,272,275,184,721,428,349,285,264,347,507,588,564,201,309,546
"BDET_04387",902,1317,2081,1749,1734,741,745,360,532,1714,1638,2357,1343,1207,1589,243,274,493
"BDET_04388",864,1314,2017,2133,1951,1000,570,257,537,2608,2310,3404,1690,1482,1891,80,102,220
"BDET_04389",332,565,843,756,678,408,313,183,225,793,849,1063,499,456,573,144,117,349
"BDET_04390",325,630,884,968,779,391,311,126,273,901,715,1051,636,628,821,25,31,64
"BDET_04391",228,337,546,106,94,80,107,36,38,162,175,193,207,248,266,57,103,198
"BDET_04392",1094,1586,2249,3049,2352,1096,876,397,657,2668,2301,3242,2050,1867,2327,101,144,299
"BDET_04393",163,255,409,656,822,320,360,204,186,888,808,832,480,655,620,184,207,253
"BDET_04394",120,135,220,355,402,173,150,113,125,474,470,406,277,391,374,93,106,161
"BDET_04395",1563,2703,3776,4406,3826,1746,1401,556,1182,4227,3521,5352,3267,2806,3971,107,174,285
"BDET_04396",1212,1570,2146,1654,1544,857,1009,475,605,1522,1294,1839,1129,1333,1521,323,437,779
"BDET_04397",38,44,111,39,46,15,81,24,27,30,23,26,38,39,41,24,33,52
"BDET_04398",1801,2474,3929,1006,960,700,3056,1027,1054,792,730,1027,1058,1765,1824,853,1288,2195
"BDET_04399",3112,5493,8065,4342,4056,1954,1733,940,1297,6640,6259,8887,4272,3572,4609,914,917,1616
"BDET_04400",2882,4341,6615,4935,4594,2205,2256,1149,1683,5597,4582,7378,3769,3811,4494,668,902,1672
"BDET_04401",787,1206,1710,1192,1073,519,396,147,291,1313,1091,1689,871,875,1108,59,80,177
"BDET_04402",803,1290,2153,2317,1995,1244,543,209,420,1977,1875,2873,2064,2022,2678,138,167,396
"BDET_04403",659,1224,1466,2773,2177,834,772,348,634,1759,1355,2037,1242,1256,1773,57,95,166
"BDET_04404",1265,1796,2625,2003,1873,881,657,236,623,2165,1896,3056,1625,1712,2140,154,267,500
"BDET_04405",3324,4350,6365,13445,11245,5888,8191,3780,5379,10198,7820,13565,6961,7102,8252,915,1282,2155
"BDET_04406",295,407,641,616,536,347,235,100,170,530,441,646,470,449,601,26,30,76
"BDET_04407",1288,1823,2616,3339,2809,1408,1270,574,994,3406,2799,4404,2293,2162,2898,75,90,211
"BDET_04408",742,1086,1632,1727,2231,965,1267,824,804,2110,1864,2128,1682,1884,1896,1385,1733,2572
"BDET_04409",3638,5401,7841,11030,9060,4236,4238,1860,3326,10987,8817,14210,7163,7029,9466,274,424,790
"BDET_04410",121,206,227,138,105,55,55,19,61,222,170,277,100,100,115,16,36,37
"BDET_04411",64,100,139,116,124,64,87,31,59,184,121,254,59,98,89,14,15,37
"BDET_04412",4642,7209,10595,8141,7405,3341,2333,923,1896,8992,7463,11544,6422,5980,7720,463,751,1372
"BDET_04413",116,148,234,274,232,132,171,62,115,289,236,319,233,216,232,9,16,23
"BDET_04414",523,681,958,1143,1550,639,577,443,393,1224,871,1146,842,1289,1129,544,503,854
"BDET_04415",1412,2367,3377,2541,2379,1282,924,360,814,2967,2471,3647,2100,2046,2499,153,201,397
"BDET_04416",2250,2876,3848,6928,9172,3213,3961,2215,2304,5611,4193,7015,3385,5732,5420,2720,3098,5085
"BDET_04417",639,1064,1502,2894,5088,1584,2594,1624,1277,2755,2213,2426,1980,2912,3098,1693,1785,2717
"BDET_04418",1737,2758,4032,2709,2760,1191,965,484,787,2668,2582,3444,2344,2127,2695,834,869,1521
"BDET_04419",250,276,509,397,448,211,213,117,149,510,436,579,279,266,324,125,136,212
"BDET_04420",630,1129,1591,977,921,371,558,381,403,1134,1066,1320,725,718,993,82,76,184
"BDET_04421",697,1002,1464,935,1134,521,791,615,573,1238,995,1359,779,786,934,1438,1416,3047
"BDET_04422",194,355,561,209,209,86,135,95,91,217,200,313,183,165,215,78,93,184
"BDET_04423",786,1301,1926,1374,1493,618,476,246,314,1353,1249,1691,1067,1132,1486,318,426,752
"BDET_04424",2358,3519,4895,5654,4734,2157,2218,889,1582,5549,4333,6740,3383,3552,4525,172,278,506
"BDET_04425",637,962,1229,1277,1097,524,360,190,323,1060,848,1354,1013,972,1161,60,79,199
"BDET_04426",77,99,172,40,46,30,104,36,22,32,29,49,54,75,81,33,50,102
"BDET_04427",604,1001,1360,183,194,150,163,44,80,314,325,439,398,436,428,73,134,245
"BDET_04428",144,165,237,219,228,105,118,25,81,220,194,285,140,151,205,7,15,35
"BDET_04429",274,462,612,347,349,170,166,66,127,479,412,634,302,342,453,20,36,50
"BDET_04430",25,40,55,62,54,28,23,9,21,66,52,66,53,49,69,1,4,3
"BDET_04431",14,22,35,27,27,7,9,3,11,23,23,23,24,15,23,0,5,5
"BDET_04432",1834,3152,4726,2444,2269,1019,1542,823,910,4465,4077,4466,1928,2225,2531,159,243,370
"BDET_04433",1692,2680,3923,4212,3619,1954,1751,707,1301,3984,3440,4843,3273,2724,3570,106,160,323
"BDET_04434",35,51,69,27,31,13,70,40,38,11,7,11,30,38,34,38,35,57
"BDET_04435",236,303,615,106,102,91,105,37,42,130,143,145,231,255,287,69,93,224
"BDET_04436",4,6,9,3,4,2,11,1,3,2,7,10,9,6,11,0,6,12
"BDET_04437",192,312,555,167,174,127,270,126,124,184,149,214,263,348,385,121,206,340
"BDET_04438",115,123,170,209,228,85,58,41,68,203,174,292,130,146,187,13,16,20
"BDET_04439",42,63,85,169,112,78,65,38,51,234,209,254,166,143,191,5,4,32
"BDET_04440",941,1224,2031,1342,1274,733,1110,417,536,1457,1134,1858,1042,1268,1434,357,460,882
"BDET_04441",204,287,395,239,241,120,73,32,45,262,239,357,205,208,241,17,35,81
"BDET_04442",114,176,255,249,192,87,101,44,70,256,227,344,154,133,194,7,5,15
"BDET_04443",36,45,76,12,17,12,28,6,7,16,10,30,20,24,32,11,13,33
"BDET_04444",37,53,75,47,65,24,43,31,29,127,120,180,24,32,34,5,11,14
"BDET_04445",7760,9588,18038,30534,50112,17269,27643,17374,14036,39825,35371,34298,26111,37997,35250,21680,22023,33306
"BDET_04446",349,525,658,294,317,196,162,60,94,609,516,790,321,375,390,73,133,240
"BDET_04447",454,819,1054,624,560,274,229,129,197,693,619,969,559,549,729,60,83,150
"BDET_04448",1039,1382,2277,367,384,314,562,190,232,426,395,540,751,1001,1053,344,578,1006
